hashtag,index,abstract,raw_labels,abstract_df_idx,emoji_s,count
浙江发布首个儿童口罩团体标准,8792,导语：13日，浙江省市场监管局率先发布了儿童口罩团体标准(T/ZFB 004-2020《儿童口罩》浙纺标团体标准)。据介绍，本次发布的儿童口罩团体标准在参照了现有相关标准的基础上，针对儿童特点，提出了基本要求、外观要求、内在质量要求、微生物指标、实用性能等方面的技术要求。,"[0, 5, 17]",5025,"(0, 5, 17, 3, 18, 19, 6, 11, 16, 21, 13, 8, 1, 10, 15, 2, 22, 12, 23, 20)","(848, 228, 39, 32, 13, 13, 13, 9, 9, 8, 6, 5, 5, 5, 4, 2, 2, 1, 1, 1)"
俄潜水员冰下拍到裸海蝶,2095,导语：近日，俄罗斯潜水员在白海冰下拍到裸海蝶。因游动时拍动着透明的两翼，外型看似传说中的天使，又被人称作“海天使”。,"[7, 0, 3]",5026,"(7, 0, 3, 1, 5, 17, 15, 9, 2, 21, 12, 4, 14, 20, 13, 16, 8, 10, 18, 19, 22, 6, 23, 11)","(4450, 383, 86, 47, 32, 31, 23, 21, 21, 17, 14, 13, 13, 13, 11, 8, 7, 7, 5, 5, 3, 3, 3, 2)"
纽约州长称近七成新冠患者在家被感染,10516,导语：纽约州州长Cuomo在5月6日的疫情发布会上表示，66%的新住院的新冠肺炎患者都是在家以及没有频繁外出的情况下被感染的，并称“这很令人吃惊”。,"[10, 13, 9]",5027,"(10, 13, 9, 3, 15, 1, 2, 22, 6, 5, 23, 7, 8, 12, 11, 21, 18, 4, 16, 17, 0, 20, 19)","(561, 218, 68, 52, 49, 47, 43, 25, 23, 17, 17, 14, 13, 12, 10, 9, 8, 7, 7, 7, 6, 3, 2)"
小虎登顶韩服,5170,导语：恭喜小虎登顶韩服！威武霸气帅，一起分享精彩瞬间吧！虎帝威武！,"[5, 1, 0]",5028,"(5, 1, 0, 4, 2, 13, 6, 17, 14, 12, 18, 10, 20, 21, 8, 3, 22, 16)","(2062, 146, 102, 37, 36, 21, 19, 16, 14, 12, 10, 9, 9, 4, 2, 2, 2, 1)"
郁铭芳院士逝世,12392,导语：郁铭芳，浙江省鄞县人，中共党员，中国工程院院士，东华大学材料科学与工程学院教授、博士生导师，因病医治无效，于2020年4月12日12时30分在上海逝世，享年93岁。,"[10, 4, 0]",5029,"(10, 4, 0, 12, 13, 14, 18, 11, 5, 9, 7, 21, 1, 15, 23, 16, 8, 3, 22, 19, 6, 17, 20)","(12620, 255, 74, 32, 10, 9, 8, 4, 4, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1)"
中国移动20周年感恩回馈,1402,导语：2000年5月16日，中国移动正式揭牌。20年来，中国移动成长为全球网络规模最大、用户数量最多、品牌价值领先和市值排名位居前列的电信运营企业。20年来，我们初心不改，您“移”路相伴，#中国移动20周年感恩回馈#系列活动为你而来~5月17日起邀您一道继续见证美好改变！,"[1, 6, 0]",5030,"(1, 6, 0, 7, 19, 2, 23, 5, 16, 14, 13, 9, 12, 10, 11)","(541, 231, 103, 17, 14, 10, 10, 9, 8, 8, 6, 4, 3, 3, 2)"
双子座流星雨直播,3267,导语：据天文预报，预计每小时将有120颗至150颗流星划过夜空。,"[0, 7, 4]",5031,"(0, 7, 4, 3, 17, 18, 8, 5, 20, 9, 6, 2, 14, 16, 10, 21, 13, 1, 15, 19, 23, 12, 11, 22)","(5343, 399, 342, 170, 131, 73, 35, 26, 25, 24, 24, 23, 21, 20, 19, 18, 18, 17, 17, 17, 15, 14, 13, 12)"
寻找阿水p图大赛,5063,导语：LPL转会期Jackeylove去向闹得沸沸扬扬，在你心中阿水有去向了吗？寻找阿水P图大赛开始啦，转评赞≥5即可入围哦，大神们，整活整活，GKD。真实消息等官宣，切勿玩梗过度哦！,"[2, 16, 12]",5032,"(2, 16, 12, 21, 3, 6, 13, 18, 8, 1, 4, 0, 9, 19)","(152, 33, 13, 11, 8, 7, 7, 5, 5, 4, 3, 2, 1, 1)"
徽柔被下药,6078,导语：《清平乐》李玮过生日徽柔帮他庆祝生辰，却被李玮母亲杨氏下药……,"[6, 4, 1]",5033,"(6, 4, 1, 11, 12, 3, 19, 9, 10, 17, 0, 21, 5, 15, 13, 23, 8, 7, 16, 18, 14, 20, 2, 22)","(4580, 841, 227, 136, 61, 57, 53, 45, 30, 15, 13, 12, 12, 10, 10, 10, 9, 9, 9, 8, 8, 8, 4, 3)"
曹皇后护驾,7261,导语：《清平乐》地震时，宋仁宗护住皇后，被曹皇后反护❤️,"[7, 1, 3]",5034,"(7, 1, 3, 4, 2, 8, 13, 0, 6, 16, 5, 12, 22, 14, 17, 15, 23, 20, 18, 10)","(828, 131, 79, 60, 37, 32, 25, 23, 14, 14, 12, 10, 9, 9, 9, 8, 8, 7, 1, 1)"
山东理工大学虐猫大学生被退学,5254,导语：@山东理工大学 发布《关于对范源庆虐猫事件的处理公告》称，依据学校学生学籍管理规定，对范源庆予以退学。,"[5, 6, 13]",5035,"(5, 6, 13, 11, 1, 2, 4, 10, 3, 18, 19, 15, 16, 21, 8, 9, 0, 7, 22, 12, 14, 23, 17, 20)","(7036, 793, 282, 224, 89, 71, 60, 58, 56, 54, 20, 15, 15, 9, 8, 8, 8, 5, 5, 5, 5, 4, 4, 4)"
杨千嬅因为丁子高办演唱会,7717,导语：《妻子的浪漫旅行》节目中，杨千嬅首次袒露自己举办世界巡回演唱会的原因。,"[4, 0, 17]",5036,"(4, 0, 17, 18, 13, 10, 20, 1, 23, 16, 7, 2, 6, 5, 11, 15, 3, 12, 14, 19, 21, 8, 9)","(646, 484, 83, 61, 28, 21, 20, 15, 15, 15, 13, 11, 11, 10, 9, 9, 8, 7, 7, 6, 5, 4, 2)"
沈腾cos蓝忘机,8520,导语：#王牌对王牌#沈腾cos蓝忘机，云深不知处生活太好，蓝忘机发福了。,"[3, 8, 2]",5037,"(3, 8, 2, 6, 1, 11, 13, 0, 19, 15, 4, 9, 7, 10, 23, 17, 20, 16, 18, 5, 12, 21, 22, 14)","(3836, 770, 350, 49, 38, 29, 25, 22, 19, 18, 17, 16, 14, 12, 9, 9, 8, 7, 6, 6, 6, 5, 1, 1)"
连续4天治愈出院超千人,12256,导语：据国家卫健委数据，2月15日0—24时，全国当日新增治愈出院病例1323例，连续4天新增治愈出院数超过1千。,"[5, 0, 4]",5038,"(5, 0, 4, 13, 16, 7, 11, 8, 3, 10)","(284, 125, 19, 16, 9, 6, 1, 1, 1, 1)"
宋丹丹最后一次上春晚,4892,导语：曾多次上春晚的宋丹丹，近日表示今年将是她最后一次登台，未来会把时间留给家人。并表示应该多推新人了。,"[4, 0, 5]",5039,"(4, 0, 5, 19, 9, 12, 7, 3, 17, 21, 10, 23, 20, 2, 22, 15, 16, 6, 11, 8, 13, 1, 14, 18)","(4130, 1301, 126, 60, 35, 29, 20, 16, 14, 13, 12, 12, 12, 11, 10, 10, 10, 8, 5, 5, 5, 4, 4, 2)"
红色蓝莓园,10479,导语：入冬以来，山东青岛西海岸新区宝山镇数千亩蓝莓树变成了红色。作为我国蓝莓主产区之一，青岛西海岸新区蓝莓种植面积达9.6万亩，总产量36480吨，年产值达11.67亿元。戳视频↓看红色的蓝莓园吧~,"[7, 0, 2]",5040,"(7, 0, 2, 6, 9, 3, 14, 8, 18, 4, 1, 22, 20)","(50, 29, 10, 9, 5, 4, 4, 3, 2, 2, 2, 1, 1)"
吉林新增3例本土确诊,3415,导语：5月16日0—24时，31省区市报告新增确诊病例5例，其中本土病例3例（均在吉林）。,"[4, 13, 1]",5041,"(4, 13, 1, 0, 3, 18, 19, 14)","(166, 21, 9, 5, 3, 2, 1, 1)"
甘肃新增1例湖北输入病例,9862,导语：3月28日CT结果显示：右肺中叶内侧段和左肺舌叶小片状磨玻璃渗出影。根据流行病学史及CT检查结果，3月28日确定为疑似病例。,"[6, 4, 1]",5042,"(6, 4, 1, 16, 15, 12, 11, 3, 0, 2, 18, 22, 14, 8, 10, 7, 5, 20, 17, 13, 23, 19, 9, 21)","(1898, 498, 156, 108, 98, 61, 43, 39, 29, 20, 16, 15, 15, 14, 14, 13, 12, 12, 9, 8, 7, 6, 4, 1)"
年度最惨公司年会,5412,导语：你参加过最惨的公司年会是什么样的？带话题分享一下吧！！！,"[3, 2, 8]",5043,"(3, 2, 8, 11, 20, 9, 13, 4, 16, 21, 0, 10, 14, 19, 6, 18, 22, 17, 1, 7, 23, 5)","(207, 80, 50, 30, 23, 20, 16, 15, 9, 8, 8, 8, 8, 7, 6, 5, 5, 4, 3, 2, 2, 1)"
蔡徐坤否认去英国进修,11496,导语：蔡徐坤否认去英国利兹大学进修一事：“我没有去利兹，也没有对外说过我去哪里学习，这是要一个人静下来做的事情。”,"[17, 1, 0]",5044,"(17, 1, 0, 11, 10, 6, 18, 7, 2, 5, 19, 8, 4, 22, 15, 9, 20, 14, 3, 16)","(1780, 397, 146, 69, 49, 33, 27, 26, 22, 22, 16, 14, 11, 11, 9, 8, 6, 4, 1, 1)"
移动CT做一个胸部检查不到3分钟,10332,导语：移动的CT为方舱医院提供了CT检查，因为其特点是灵活机动、高效便捷，患者可就近检查。一个胸部CT检查时间不到3分钟，高精尖设备的应用对于满足一线救治发挥了重要作用。,"[5, 14, 13]",5045,"(5, 14, 13, 0, 11, 3, 22, 15, 21, 23, 8, 7, 2, 10, 16, 17, 1, 6)","(644, 20, 19, 14, 10, 7, 7, 7, 6, 6, 5, 5, 5, 5, 5, 5, 4, 1)"
辽宁沈阳新增1例境外输入病例,12161,导语：27日，辽宁沈阳新增1例境外输入病例。患者已在定点医疗机构隔离治疗，病情稳定。,"[6, 11, 2]",5046,"(6, 11, 2, 5, 21, 0, 12, 9, 1, 17, 15, 19, 20, 18, 4, 23, 16, 7, 14)","(352, 36, 27, 22, 14, 12, 12, 9, 8, 8, 7, 7, 4, 3, 3, 3, 3, 2, 1)"
海军版野狼disco,8847,导语：“野狼”翻唱千万条，海军最帅第一条。这里是DJ深蓝砺剑，来，跟着@人民海军 一起画个龙~,"[0, 14, 5]",5047,"(0, 14, 5, 7, 13, 2, 23, 17, 4, 21, 22)","(304, 25, 12, 10, 8, 6, 5, 5, 3, 3, 2)"
教育部鼓励更多应届毕业生参军入伍,6745,导语：在今天召开的国务院联防联控机制新闻发布会上，教育部副部长翁铁慧表示，今年全国普通高校毕业生874万人，加之突发疫情影响，毕业生就业压力增大。鼓励更多应届毕业生参军入伍。,"[1, 5, 3]",5048,"(1, 5, 3, 2, 6, 16, 8, 0, 4, 19, 13, 12, 11, 9, 14, 10, 22, 18, 21, 23, 17, 20, 7)","(2206, 777, 336, 139, 119, 69, 56, 54, 49, 47, 38, 32, 23, 20, 20, 14, 12, 11, 11, 11, 11, 9, 8)"
妈妈如何叫老师起床,4625,导语：老师也有今天哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,"[8, 3, 2]",5049,"(8, 3, 2, 18, 4, 5, 0, 9, 14, 7, 19, 16, 11, 23, 20, 13, 17, 22, 15, 1, 6)","(3504, 616, 202, 39, 35, 28, 28, 23, 17, 15, 15, 11, 10, 10, 9, 8, 8, 7, 4, 2, 1)"
卫健委明确要减轻基层防疫人员负担,3157,导语：国家卫健委基层司副司长诸宏明：#让基层人员精力放在一线#，能不开的会尽量不开，能不发的文件不要发，不能以会议落实会议，以文件落实文件。,"[5, 4, 11]",5050,"(5, 4, 11, 19, 9, 3, 16, 2, 14, 0, 17, 21, 15, 23, 13, 7, 6, 1, 8, 20, 12, 10)","(515, 130, 91, 42, 28, 26, 23, 19, 15, 13, 13, 9, 8, 8, 7, 6, 6, 5, 4, 4, 3, 1)"
情人节限定口红,6183,导语：情人节妆什么？快来get限定系列，做最不一样的你！,"[1, 7, 2]",5051,"(1, 7, 2, 3, 19, 8, 4, 14, 6, 9, 0, 23, 16, 11, 13, 22, 5, 17, 20, 15, 10, 18, 21, 12)","(474, 244, 93, 51, 40, 21, 20, 20, 19, 15, 13, 12, 12, 11, 11, 9, 8, 8, 7, 6, 6, 5, 3, 1)"
武汉8名不明原因肺炎患者治愈出院,8039,导语：据武汉市卫生健康委：1月8日，武汉市8名不明原因的病毒性肺炎患者治愈出院。,"[13, 14, 0]",5052,"(13, 14, 0, 6, 2, 17, 18, 21, 10, 3, 22, 20, 5, 1, 15, 4, 11)","(322, 117, 109, 32, 16, 11, 9, 8, 8, 7, 6, 6, 5, 4, 4, 2, 1)"
作家江南患抑郁症,1950,导语：作家江南自曝患有抑郁症，已经有很长一段时间了，最近也有在通过运动、恢复固定的作息时间表来康复。,"[4, 12, 13]",5053,"(4, 12, 13, 9, 20, 5, 0, 2, 17, 15, 1, 16, 14, 3, 19, 11, 22, 10, 23)","(51, 21, 16, 13, 11, 9, 9, 6, 6, 5, 4, 4, 4, 3, 3, 2, 2, 1, 1)"
全球最年轻亿万富翁仅22岁,2358,导语：从化妆品巨头凯莉·詹娜，到香港房地产继承人郭基浩，这10位富翁身家共159亿美元。22岁的凯莉·詹娜以10亿美元身家位列最年轻10亿富翁。,"[20, 3, 2]",5054,"(20, 3, 2, 1, 16, 5, 4, 9, 19, 8, 11, 6, 0, 21, 7, 12, 15, 13, 18, 10, 17, 22, 14, 23)","(5172, 298, 260, 251, 152, 123, 87, 81, 42, 31, 27, 25, 22, 19, 18, 14, 12, 12, 10, 7, 7, 6, 6, 3)"
对青春最好的致敬是成为最好的自己,5058,导语：今天，五四青年节。为自己发条微博，追梦吧，青春！ ​​​​,"[0, 5, 18]",5055,"(0, 5, 18, 13, 14, 11, 20, 22, 19, 2, 7, 16, 1, 6, 17, 9, 4, 21)","(6782, 154, 58, 26, 25, 20, 19, 18, 16, 13, 7, 6, 5, 5, 2, 1, 1, 1)"
武汉小汤山医院定名火神山医院,8136,导语：1月23日下午，武汉市城建局紧急召集中建三局等单位举行专题会议，要求参照2003年抗击非典期间北京小汤山医院模式，在武汉职工疗养院建设一座专门医院——武汉蔡甸火神山医院，集中收治新型冠状病毒肺炎患者。医院建筑面积2.5万平方米，可容纳1000张床位。,"[0, 5, 4]",5056,"(0, 5, 4, 14, 3, 11, 22, 8, 2, 12, 16, 17, 9, 13, 18, 1, 20, 21, 10, 15, 23, 6, 19)","(1605, 413, 328, 73, 40, 21, 20, 16, 15, 14, 13, 11, 9, 9, 8, 8, 8, 6, 6, 5, 5, 4, 1)"
特朗普挥手送别医疗船安慰号,9518,导语：当地时间28日，特朗普在弗吉尼亚州送别前往纽约支援抗疫的海军医疗船“安慰号”。在约翰·菲利普·苏萨的《华盛顿邮报进行曲》伴随下，特朗普挥手送别“安慰号”。这艘医疗船预计将于周一抵达纽约。,"[2, 9, 8]",5057,"(2, 9, 8, 5, 0, 19, 1, 17, 21, 4, 3, 10, 22, 13)","(658, 57, 28, 27, 15, 14, 13, 8, 7, 6, 2, 2, 1, 1)"
洗澡时音乐突然中止,8747,导语：有谁和我一样在洗澡的时候必须要听歌 偶尔听到自己不喜欢的 不顾满手泡沫也要出去换……,"[2, 3, 8]",5058,"(2, 3, 8, 18, 21, 9, 1, 5, 17, 20, 10, 11, 7, 19, 0, 13, 16)","(1150, 327, 57, 17, 16, 15, 11, 9, 9, 9, 5, 3, 3, 3, 2, 2, 2)"
让人立刻丧失好感的行为,11810,导语：生活里有很多行为让你不解，一个小小举动却让人突然丧失好感。大家带话题一起来讨论讨论,"[19, 11, 2]",5059,"(19, 11, 2, 1, 8, 21, 6, 16, 17, 18, 3, 23, 9, 5, 12, 7, 20, 14, 0, 13, 22, 4)","(593, 172, 69, 66, 34, 33, 27, 15, 14, 13, 13, 12, 10, 10, 9, 7, 6, 5, 4, 3, 2, 1)"
没做错却很有罪恶感的事,8555,导语：日常生活中有哪些事你明明没做错却觉得非常有罪恶感？感觉看到了我本人,"[2, 3, 16]",5060,"(2, 3, 16, 4, 8, 19, 13, 1, 23, 11, 6, 5, 9, 18, 17, 20, 21, 22, 0)","(186, 99, 76, 17, 8, 8, 7, 6, 6, 5, 5, 4, 3, 2, 2, 2, 1, 1, 1)"
过年走亲戚的你,12184,导语：哈哈哈哈哈，来说一说过年走亲戚的你，是什么样子？会遇到什么场景？,"[2, 3, 9]",5061,"(2, 3, 9, 8, 19, 11, 16, 6, 5, 10, 23, 17, 18, 4, 21, 13, 22, 1, 20)","(131, 77, 42, 19, 16, 14, 9, 8, 6, 6, 6, 6, 4, 2, 2, 2, 1, 1, 1)"
黑龙江新增本土病例3例,13725,导语：4月27日0-24时，黑龙江省省内新增确诊病例3例（哈尔滨）。,"[4, 6, 13]",5062,"(4, 6, 13, 12, 11, 18, 3, 5, 0, 16, 9, 19, 23, 14, 1, 17, 2)","(783, 167, 52, 44, 39, 36, 19, 14, 11, 10, 9, 7, 7, 7, 5, 4, 1)"
晒鸡翅被当蝙蝠举报,7208,导语：据外媒3月11日报道，在意大利城市特拉尼，一个华人家庭在阳台晾晒的鸡翅被邻居举报，原因是邻居以为是蝙蝠。,"[3, 2, 8]",5063,"(3, 2, 8, 1, 6, 15, 19, 16, 17, 18, 9, 10, 12, 13, 5, 4, 21, 22, 23, 20, 7, 0, 14)","(4513, 814, 652, 102, 44, 21, 17, 11, 11, 10, 10, 10, 9, 9, 5, 4, 2, 2, 2, 2, 1, 1, 1)"
300天减重100斤实现当兵梦,232,导语：小时候，当兵的姨夫送给林星竹一件海魂衫，从此心里种下了当兵的种子。,"[5, 14, 0]",5064,"(5, 14, 0, 3, 11, 7, 22, 15, 23, 16, 8, 10, 4, 2, 6, 13, 17, 18, 21)","(333, 46, 22, 14, 9, 9, 9, 8, 8, 7, 5, 5, 3, 3, 2, 2, 2, 1, 1)"
暴露年龄的童年美食,7248,导语：带话题#暴露年龄的童年美食#来po出能暴露你年龄的童年食物吧~！,"[2, 3, 7]",5065,"(2, 3, 7, 9, 8, 4, 22, 23, 19, 1, 11, 18, 10, 17, 0, 14)","(314, 133, 51, 17, 16, 13, 12, 10, 8, 7, 2, 2, 2, 2, 1, 1)"
绥芬河市人民医院停诊,10563,导语：记者于9日从黑龙江省绥芬河市人民医院获悉，该院根据疫情防控需要已经全面停诊。来自哈尔滨市等地的医护人员陆续赶赴当地支援，黑龙江省委赴绥芬河市疫情防控工作组医疗救治组于8日晚连夜确定救治方案。8日0-24时，黑龙江省新增境外输入确诊病例40例，均为经由绥芬河口岸从俄罗斯输入。,"[4, 0, 6]",5066,"(4, 0, 6, 20, 2, 17, 15, 3, 5, 1, 16, 9)","(280, 23, 15, 13, 6, 6, 5, 3, 3, 2, 2, 1)"
大学生发明金钟叉防共餐交叉感染,4202,导语：为有效避免共餐交叉感染的风险，上海交通大学的学生设计了一款防共餐交叉感染的抑菌涂层及取菜隔离装置“金钟叉”，该项目负责人陈心佩同学表示，项目的初心是希望解决幽门螺杆菌患者反复治疗反复感染的问题。该团队于近日获得产业链企业数百万元投资进行产品量产，产品将在一个月左右投放市场面向大众,"[1, 2, 3]",5067,"(1, 2, 3, 5, 8, 0, 19, 9, 10, 11, 7, 15, 17, 21, 6, 13, 20, 18, 16, 4, 22, 12, 23, 14)","(2773, 124, 83, 76, 36, 32, 29, 24, 19, 18, 14, 14, 13, 12, 12, 12, 12, 11, 11, 10, 10, 9, 9, 6)"
徽柔安慰宋仁宗,6072,导语：《清平乐》 今晚的福宁殿没有火盆没有晚膳，但有官家最重要的宝贝徽柔相伴！,"[4, 0, 11]",5068,"(4, 0, 11, 14, 6, 12, 17, 5, 16, 18, 3, 7, 2, 21, 22)","(215, 93, 21, 9, 7, 7, 7, 5, 3, 2, 2, 1, 1, 1, 1)"
酒驾遇查掏出1.8万年后驾照,12512,导语：12月13日，贵州岑巩县交警检查时发现一轿车司机酒驾。当司机拿出驾照时，交警发现其领证日期竟是20014年。,"[3, 8, 4]",5069,"(3, 8, 4, 12, 1, 6, 18, 9, 2, 17, 23, 16, 5, 11, 21, 14, 15, 19, 13)","(138, 35, 33, 32, 18, 14, 8, 8, 8, 8, 6, 6, 5, 3, 2, 2, 1, 1, 1)"
世卫组织专家感谢中国教经验,1130,导语：“中国—世界卫生组织新冠肺炎联合专家考察组”外方组长布鲁斯·艾尔沃德：我想对中国说谢谢，感谢中国教给我们如何应对疫情的经验。,"[14, 16, 0]",5070,"(14, 16, 0, 21, 6, 4, 3, 20, 1, 17, 11, 18, 2, 5, 13)","(174, 29, 16, 14, 12, 8, 3, 3, 2, 2, 1, 1, 1, 1, 1)"
疫情对我国工业经济影响是阶段性的,10036,导语：工信部副部长辛国斌今天在国务院联防联控机制新闻发布会上表示，总体来看，我国具备庞大的产业规模、完整的产业体系、巨大的内需市场、充足的政策空间和显著的制度优势，面对疫情冲击，我国经济展现出了应对复杂严峻局面的强大韧性与活力。,"[18, 0, 5]",5071,"(18, 0, 5, 9, 21, 11, 2, 1, 3, 12, 17, 19, 23, 22, 20)","(45, 28, 23, 12, 11, 10, 10, 8, 7, 6, 6, 5, 2, 1, 1)"
武汉义务送药人被举报赚差价,8063,导语：武汉“封城”后，25岁的中学老师吴悠@海边的万物理论 ，骑上电瓶车为网上的求助者义务送药。近日，有人以非法售药和牟利举报了吴悠。在配合调查时，吴悠奶奶因脑溢血昏迷，被送进医院。“当时义务送药就是希望能推动疫情早日结束，这样奶奶就能早点住进医院，不会患上老年痴呆，不会忘记我。”,"[6, 1, 12]",5072,"(6, 1, 12, 11, 4, 19, 13, 8, 23, 2, 0, 9, 18, 21, 14, 3, 15, 5, 10, 16, 17)","(4428, 366, 141, 50, 13, 10, 10, 8, 8, 7, 5, 4, 2, 2, 2, 1, 1, 1, 1, 1, 1)"
张檬回应张萌,5747,导语：张萌疑似公开内涵张檬整容后，张檬发文回应：实在不知道是哪里得罪到您了。,"[1, 9, 3]",5073,"(1, 9, 3, 2, 6, 5, 21, 8, 13, 7, 0, 19, 18, 10, 11, 15, 22, 14, 12, 16, 17, 4, 23, 20)","(3465, 2478, 626, 573, 275, 272, 160, 65, 38, 33, 33, 30, 29, 28, 27, 27, 25, 23, 22, 20, 18, 17, 15, 15)"
潜逃压力过大暴瘦40多斤,9222,导语：鲁某某称，在外逃匿期间，他整日东躲西藏、寝食不安，精神压力过大，暴瘦40多斤。,"[2, 3, 20]",5074,"(2, 3, 20, 5, 19, 7, 22, 8, 10, 14, 1, 16, 0, 12, 9, 4, 13, 17, 11, 21, 15, 6, 18, 23)","(793, 195, 94, 34, 28, 25, 23, 22, 14, 13, 11, 11, 10, 9, 7, 6, 6, 6, 5, 5, 5, 5, 4, 4)"
山东新增2例本土确诊病例,5245,导语：2020年4月16日0时至24时：山东本地新增确诊病例2例（境外输入关联病例）。,"[4, 6, 16]",5075,"(4, 6, 16, 13, 7, 11, 3, 12, 0, 21, 5, 15, 18, 8, 10, 19, 2, 20, 23, 17, 14, 9, 22, 1)","(2069, 403, 156, 125, 84, 81, 47, 40, 34, 33, 31, 22, 21, 16, 15, 14, 11, 9, 7, 7, 6, 3, 3, 2)"
NASA和SpaceX禁止员工使用Zoom,674,导语：据外媒SpaceX的一份内部备忘录显示，该公司已经禁止其员工使用视频会议应用Zoom，并指出该应用存在“严重的隐私和安全性担忧”。,"[9, 2, 5]",5076,"(9, 2, 5, 1, 19, 10, 3, 21, 6, 20, 11, 16, 8, 15, 23, 22, 0, 14, 18)","(119, 33, 26, 22, 10, 10, 9, 8, 8, 7, 6, 6, 5, 4, 4, 3, 3, 2, 1)"
当代女生过冬到底有多难,5868,导语：有些人表面上看起来光鲜靓丽，其实袜子已经滑到了脚底！,"[3, 17, 8]",5077,"(3, 17, 8, 20, 19, 16, 4, 0, 10, 2, 15, 6, 7, 13, 23)","(62, 25, 18, 14, 13, 12, 7, 6, 5, 4, 2, 2, 1, 1, 1)"
湖北14名牺牲人员被评为首批烈士,8972,导语：他们奋不顾身、坚守一线，同时间赛跑，与病魔较量，日夜守护人民群众生命安全和身体健康。,"[10, 0, 4]",5078,"(10, 0, 4, 5, 6, 14, 23, 11, 21, 7, 12, 1, 19, 2, 15, 13, 17, 20)","(5452, 374, 366, 40, 23, 11, 8, 7, 7, 5, 5, 2, 2, 1, 1, 1, 1, 1)"
张艺兴唱爱莲说,5772,导语：R&B曲风与中国乐器相结合，将《爱莲说》古文新唱，这首从歌名到歌词再到舞台表现形式都是大胆突破！,"[7, 0, 5]",5079,"(7, 0, 5, 1, 4, 2, 6, 10, 13, 8, 14, 3, 17, 19, 16, 9, 22, 21, 15, 23, 20)","(10246, 1523, 856, 673, 362, 64, 18, 18, 15, 13, 7, 6, 6, 5, 5, 4, 2, 1, 1, 1, 1)"
老牌旅游企业纷纷倒闭出局,10932,导语：3月初，日本神户夜光邮轮公司宣布，提交破产申请；德国汉堡中国之旅有限公司，由于疫情原因，旅行团陆续取消，公司于2月21日向法院申请进入破产保护；百程旅行网也没能熬过寒冬，该公司在2月底宣布关闭并启动清算准备,"[4, 20, 12]",5080,"(4, 20, 12, 3, 17, 2, 10, 23, 18, 9, 7, 22, 19, 13)","(55, 14, 11, 10, 8, 4, 4, 4, 3, 2, 2, 2, 2, 1)"
有翡杀青合照,7356,导语：陈若轩在微博上晒出《有翡》杀青合照，赵丽颖、王一博、张慧雯等主演同框庆祝杀青！,"[0, 7, 3]",5081,"(0, 7, 3, 17, 8, 1, 4, 2, 6, 10, 9, 18, 21, 5, 19, 12, 13, 16, 22, 15, 23, 14, 20, 11)","(21411, 2973, 266, 188, 103, 99, 65, 47, 28, 24, 19, 15, 13, 11, 9, 4, 4, 4, 3, 3, 3, 3, 3, 2)"
